feature_name,feature_source,importance
ConvNeXt_feature_866,ConvNeXt,0.07536415
ConvNeXt_feature_473,ConvNeXt,0.07130166
ConvNeXt_feature_835,ConvNeXt,0.053762358
ConvNeXt_feature_268,ConvNeXt,0.051639378
ConvNeXt_feature_944,ConvNeXt,0.050011568
ConvNeXt_feature_194,ConvNeXt,0.0473704
ConvNeXt_feature_496,ConvNeXt,0.047063217
ConvNeXt_feature_404,ConvNeXt,0.04623197
ConvNeXt_feature_98,ConvNeXt,0.044848938
ConvNeXt_feature_456,ConvNeXt,0.044258714
ConvNeXt_feature_69,ConvNeXt,0.04333592
ConvNeXt_feature_292,ConvNeXt,0.04290305
ConvNeXt_feature_470,ConvNeXt,0.04261301
ConvNeXt_feature_29,ConvNeXt,0.042599864
ConvNeXt_feature_102,ConvNeXt,0.04195763
ConvNeXt_feature_657,ConvNeXt,0.041847773
ConvNeXt_feature_150,ConvNeXt,0.04084447
ConvNeXt_feature_137,ConvNeXt,0.040784236
ConvNeXt_feature_845,ConvNeXt,0.040739704
ConvNeXt_feature_909,ConvNeXt,0.0407091
ConvNeXt_feature_195,ConvNeXt,0.040262118
ConvNeXt_feature_122,ConvNeXt,0.04016008
ConvNeXt_feature_235,ConvNeXt,0.039336897
ConvNeXt_feature_1011,ConvNeXt,0.03915457
ConvNeXt_feature_157,ConvNeXt,0.038993824
ConvNeXt_feature_72,ConvNeXt,0.038965635
ConvNeXt_feature_802,ConvNeXt,0.03895853
ConvNeXt_feature_539,ConvNeXt,0.03876939
ConvNeXt_feature_551,ConvNeXt,0.038457356
ConvNeXt_feature_993,ConvNeXt,0.03835461
ConvNeXt_feature_592,ConvNeXt,0.037833124
ConvNeXt_feature_396,ConvNeXt,0.037816465
ConvNeXt_feature_990,ConvNeXt,0.03753407
ConvNeXt_feature_945,ConvNeXt,0.036905345
ConvNeXt_feature_495,ConvNeXt,0.035484385
ConvNeXt_feature_905,ConvNeXt,0.035162307
ConvNeXt_feature_375,ConvNeXt,0.034690984
ConvNeXt_feature_720,ConvNeXt,0.03441401
ConvNeXt_feature_9,ConvNeXt,0.03434395
ConvNeXt_feature_302,ConvNeXt,0.0342301
ConvNeXt_feature_499,ConvNeXt,0.034028333
ConvNeXt_feature_90,ConvNeXt,0.03387302
ConvNeXt_feature_727,ConvNeXt,0.03383593
ConvNeXt_feature_99,ConvNeXt,0.03338272
ConvNeXt_feature_402,ConvNeXt,0.03327881
ConvNeXt_feature_21,ConvNeXt,0.03327211
ConvNeXt_feature_860,ConvNeXt,0.03324489
ConvNeXt_feature_999,ConvNeXt,0.032846007
ConvNeXt_feature_117,ConvNeXt,0.032741927
ConvNeXt_feature_631,ConvNeXt,0.032731216
ConvNeXt_feature_545,ConvNeXt,0.032304466
ConvNeXt_feature_865,ConvNeXt,0.03224418
ConvNeXt_feature_334,ConvNeXt,0.032159057
ConvNeXt_feature_465,ConvNeXt,0.03203592
ConvNeXt_feature_953,ConvNeXt,0.031843185
ConvNeXt_feature_952,ConvNeXt,0.031699963
ConvNeXt_feature_740,ConvNeXt,0.031621657
ConvNeXt_feature_705,ConvNeXt,0.031427473
ConvNeXt_feature_126,ConvNeXt,0.031240003
ConvNeXt_feature_765,ConvNeXt,0.031226926
ConvNeXt_feature_638,ConvNeXt,0.031196816
ConvNeXt_feature_434,ConvNeXt,0.030903755
ConvNeXt_feature_572,ConvNeXt,0.030357288
ConvNeXt_feature_528,ConvNeXt,0.030207567
ConvNeXt_feature_722,ConvNeXt,0.030107044
ConvNeXt_feature_386,ConvNeXt,0.030049408
ConvNeXt_feature_387,ConvNeXt,0.02992401
ConvNeXt_feature_355,ConvNeXt,0.029858755
ConvNeXt_feature_597,ConvNeXt,0.0297719
ConvNeXt_feature_267,ConvNeXt,0.029179495
ConvNeXt_feature_844,ConvNeXt,0.029127775
ConvNeXt_feature_70,ConvNeXt,0.029015427
ConvNeXt_feature_660,ConvNeXt,0.028868496
ConvNeXt_feature_356,ConvNeXt,0.028790323
ConvNeXt_feature_144,ConvNeXt,0.028558398
ConvNeXt_feature_474,ConvNeXt,0.02832315
ConvNeXt_feature_333,ConvNeXt,0.028036566
ConvNeXt_feature_348,ConvNeXt,0.027989501
ConvNeXt_feature_471,ConvNeXt,0.027871128
ConvNeXt_feature_352,ConvNeXt,0.027413573
ConvNeXt_feature_522,ConvNeXt,0.027275322
ConvNeXt_feature_823,ConvNeXt,0.027083654
ConvNeXt_feature_304,ConvNeXt,0.026886694
ConvNeXt_feature_623,ConvNeXt,0.026857592
ConvNeXt_feature_101,ConvNeXt,0.02685393
ConvNeXt_feature_1006,ConvNeXt,0.026675181
ConvNeXt_feature_104,ConvNeXt,0.026558895
ConvNeXt_feature_615,ConvNeXt,0.026346164
ConvNeXt_feature_975,ConvNeXt,0.026242906
ConvNeXt_feature_305,ConvNeXt,0.02622104
ConvNeXt_feature_643,ConvNeXt,0.026207939
ConvNeXt_feature_756,ConvNeXt,0.026147101
ConvNeXt_feature_753,ConvNeXt,0.026122903
ConvNeXt_feature_419,ConvNeXt,0.026089106
ConvNeXt_feature_857,ConvNeXt,0.026088983
ConvNeXt_feature_188,ConvNeXt,0.026046297
ConvNeXt_feature_40,ConvNeXt,0.025944557
ConvNeXt_feature_421,ConvNeXt,0.025874972
ConvNeXt_feature_632,ConvNeXt,0.025788812
ConvNeXt_feature_498,ConvNeXt,0.025623828
ConvNeXt_feature_330,ConvNeXt,0.025427949
ConvNeXt_feature_439,ConvNeXt,0.025400346
ConvNeXt_feature_779,ConvNeXt,0.025333095
ConvNeXt_feature_977,ConvNeXt,0.025184555
ConvNeXt_feature_718,ConvNeXt,0.024860477
ConvNeXt_feature_556,ConvNeXt,0.02483932
ConvNeXt_feature_246,ConvNeXt,0.02472077
ConvNeXt_feature_100,ConvNeXt,0.02446998
ConvNeXt_feature_822,ConvNeXt,0.024427168
ConvNeXt_feature_830,ConvNeXt,0.02427815
ConvNeXt_feature_689,ConvNeXt,0.024209926
ConvNeXt_feature_813,ConvNeXt,0.02411706
ConvNeXt_feature_855,ConvNeXt,0.024115738
ConvNeXt_feature_599,ConvNeXt,0.024107875
ConvNeXt_feature_231,ConvNeXt,0.024087308
ConvNeXt_feature_77,ConvNeXt,0.02402595
ConvNeXt_feature_95,ConvNeXt,0.023789775
ConvNeXt_feature_494,ConvNeXt,0.023767821
ConvNeXt_feature_607,ConvNeXt,0.023731086
ConvNeXt_feature_89,ConvNeXt,0.023592517
ConvNeXt_feature_636,ConvNeXt,0.023480779
ConvNeXt_feature_577,ConvNeXt,0.023447229
ConvNeXt_feature_804,ConvNeXt,0.02340609
ConvNeXt_feature_701,ConvNeXt,0.023396062
ConvNeXt_feature_218,ConvNeXt,0.023371091
ConvNeXt_feature_773,ConvNeXt,0.023204748
ConvNeXt_feature_968,ConvNeXt,0.023167085
ConvNeXt_feature_1004,ConvNeXt,0.0231526
ConvNeXt_feature_390,ConvNeXt,0.02314273
ConvNeXt_feature_920,ConvNeXt,0.023123987
ConvNeXt_feature_153,ConvNeXt,0.023101313
ConvNeXt_feature_260,ConvNeXt,0.022826377
ConvNeXt_feature_558,ConvNeXt,0.022818381
ConvNeXt_feature_400,ConvNeXt,0.02274587
ConvNeXt_feature_240,ConvNeXt,0.022697223
ConvNeXt_feature_594,ConvNeXt,0.022613404
ConvNeXt_feature_462,ConvNeXt,0.022555856
ConvNeXt_feature_520,ConvNeXt,0.022503333
ConvNeXt_feature_92,ConvNeXt,0.02247702
ConvNeXt_feature_370,ConvNeXt,0.022398194
ConvNeXt_feature_454,ConvNeXt,0.022212304
ConvNeXt_feature_680,ConvNeXt,0.022212181
ConvNeXt_feature_743,ConvNeXt,0.02207621
ConvNeXt_feature_96,ConvNeXt,0.02204637
ConvNeXt_feature_885,ConvNeXt,0.022045912
ConvNeXt_feature_146,ConvNeXt,0.022017216
ConvNeXt_feature_374,ConvNeXt,0.022013502
ConvNeXt_feature_250,ConvNeXt,0.021902539
ConvNeXt_feature_734,ConvNeXt,0.021836484
ConvNeXt_feature_557,ConvNeXt,0.021812338
ConvNeXt_feature_261,ConvNeXt,0.021746254
ConvNeXt_feature_774,ConvNeXt,0.021718377
ConvNeXt_feature_1005,ConvNeXt,0.021670526
ConvNeXt_feature_497,ConvNeXt,0.021612033
ConvNeXt_feature_732,ConvNeXt,0.021545414
ConvNeXt_feature_128,ConvNeXt,0.021539614
ConvNeXt_feature_676,ConvNeXt,0.021510474
ConvNeXt_feature_688,ConvNeXt,0.021431059
ConvNeXt_feature_172,ConvNeXt,0.021400774
ConvNeXt_feature_649,ConvNeXt,0.021311631
ConvNeXt_feature_177,ConvNeXt,0.021301728
ConvNeXt_feature_211,ConvNeXt,0.021238554
ConvNeXt_feature_561,ConvNeXt,0.021159464
ConvNeXt_feature_408,ConvNeXt,0.021120494
ConvNeXt_feature_347,ConvNeXt,0.021064037
ConvNeXt_feature_695,ConvNeXt,0.02105745
ConvNeXt_feature_372,ConvNeXt,0.02101144
ConvNeXt_feature_265,ConvNeXt,0.020938804
ConvNeXt_feature_484,ConvNeXt,0.02091296
ConvNeXt_feature_933,ConvNeXt,0.02090474
ConvNeXt_feature_217,ConvNeXt,0.020762037
ConvNeXt_feature_458,ConvNeXt,0.020712297
ConvNeXt_feature_714,ConvNeXt,0.020703036
ConvNeXt_feature_879,ConvNeXt,0.020637756
ConvNeXt_feature_897,ConvNeXt,0.020624347
ConvNeXt_feature_524,ConvNeXt,0.020602176
ConvNeXt_feature_450,ConvNeXt,0.020465788
ConvNeXt_feature_109,ConvNeXt,0.020454625
ConvNeXt_feature_878,ConvNeXt,0.020433305
ConvNeXt_feature_201,ConvNeXt,0.020405391
ConvNeXt_feature_655,ConvNeXt,0.020392766
ConvNeXt_feature_162,ConvNeXt,0.020329498
ConvNeXt_feature_270,ConvNeXt,0.020239865
ConvNeXt_feature_924,ConvNeXt,0.020190682
ConvNeXt_feature_93,ConvNeXt,0.020124374
ConvNeXt_feature_800,ConvNeXt,0.020075036
ConvNeXt_feature_179,ConvNeXt,0.019899331
ConvNeXt_feature_451,ConvNeXt,0.019816743
ConvNeXt_feature_662,ConvNeXt,0.019756373
ConvNeXt_feature_229,ConvNeXt,0.019700259
ConvNeXt_feature_914,ConvNeXt,0.019569896
ConvNeXt_feature_886,ConvNeXt,0.01955601
ConvNeXt_feature_755,ConvNeXt,0.019503877
ConvNeXt_feature_991,ConvNeXt,0.019498143
ConvNeXt_feature_288,ConvNeXt,0.01948191
ConvNeXt_feature_702,ConvNeXt,0.019388478
ConvNeXt_feature_775,ConvNeXt,0.019153584
ConvNeXt_feature_411,ConvNeXt,0.019134386
ConvNeXt_feature_715,ConvNeXt,0.019061718
ConvNeXt_feature_913,ConvNeXt,0.019059785
ConvNeXt_feature_758,ConvNeXt,0.019034317
ConvNeXt_feature_79,ConvNeXt,0.01902895
ConvNeXt_feature_183,ConvNeXt,0.0188985
ConvNeXt_feature_656,ConvNeXt,0.018868247
ConvNeXt_feature_31,ConvNeXt,0.018864516
ConvNeXt_feature_244,ConvNeXt,0.018863594
ConvNeXt_feature_889,ConvNeXt,0.018811459
ConvNeXt_feature_898,ConvNeXt,0.018772878
ConvNeXt_feature_873,ConvNeXt,0.018719044
ConvNeXt_feature_294,ConvNeXt,0.018676877
ConvNeXt_feature_206,ConvNeXt,0.018627735
ConvNeXt_feature_532,ConvNeXt,0.018555343
